model,hf_id,layer,perturbation,sentence_idx,similarity_cosine
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,0,0.8904777765274048
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,1,0.8799396753311157
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,2,0.8787094354629517
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,3,0.9148668050765991
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,4,0.8956323862075806
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,5,0.8957512974739075
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,6,0.9109230637550354
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,7,0.9222458600997925
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,8,0.9109658002853394
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,9,0.898362398147583
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,10,0.9136732816696167
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,11,0.8897718191146851
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,12,0.9095674753189087
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,13,0.9208335280418396
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,14,0.9501569867134094
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,15,0.8818023204803467
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,16,0.7148009538650513
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,17,0.9299204349517822
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,18,0.8502799868583679
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,19,0.9110865592956543
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,20,0.937690019607544
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,21,0.9154408574104309
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,22,0.8940842747688293
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,23,0.9177225828170776
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,24,0.9376224279403687
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,25,0.8723124265670776
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,26,0.8993237018585205
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,27,0.9246668219566345
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,28,0.8877378702163696
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,29,0.8533408641815186
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,30,0.9275197982788086
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,31,0.9024513959884644
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,32,0.9081224203109741
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,33,0.8165767192840576
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,34,0.9266189336776733
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,35,0.9035744667053223
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,36,0.9241209030151367
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,37,0.919100284576416
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,38,0.8896347880363464
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,39,0.8994377255439758
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,40,0.8960973024368286
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,41,0.9033268094062805
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,42,0.78450608253479
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,43,0.818755030632019
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,44,0.9073742032051086
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,45,0.9274407029151917
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,46,0.8960561156272888
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,47,0.8561826944351196
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,48,0.9105337262153625
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,49,0.7915396094322205
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,50,0.904767632484436
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,51,0.9190787076950073
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,52,0.7264470458030701
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,53,0.9500070810317993
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,54,0.9588085412979126
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,55,0.915095865726471
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,56,0.7706375122070312
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,57,0.7554363012313843
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,58,0.9177330732345581
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,59,0.9024485945701599
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,60,0.9117944240570068
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,61,0.7627435922622681
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,62,0.9053847789764404
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,63,0.9055509567260742
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,64,0.8974431753158569
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,65,0.8673343658447266
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,66,0.8779181838035583
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,67,0.8992561101913452
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,68,0.9242466688156128
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,69,0.9067386388778687
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,70,0.8986338376998901
nllb200_1B,facebook/nllb-200-1.3B,17,contentwords,71,0.8715777397155762
