model,hf_id,layer,perturbation,n,mean_similarity,std_similarity,sem_similarity
mt5_large,google/mt5-large,17,contentwords,1000,0.8143636584281921,0.34138721227645874,0.010795611548490057
mt5_large,google/mt5-large,17,nouns,1000,0.8751822710037231,0.30103713274002075,0.009519629997449106
mt5_large,google/mt5-large,17,verbs,1000,0.8717333078384399,0.3025909960269928,0.009568767469042581
mt5_large,google/mt5-large,17,nounsverbs,1000,0.8784834146499634,0.293779581785202,0.009290126084929537
mt5_large,google/mt5-large,17,nounsverbsadj,1000,0.8659328818321228,0.3053624927997589,0.009656409892340052
mt5_large,google/mt5-large,17,functionwords,1000,0.8693181872367859,0.3092920780181885,0.009780674287839729
mt5_large,google/mt5-large,17,1LocalWordSwap,1000,0.9860338568687439,0.026133595034480095,0.0008264168375742369
mt5_large,google/mt5-large,17,2LocalWordSwap,1000,0.9843985438346863,0.027949735522270203,0.0008838482424968965
mt5_large,google/mt5-large,17,3LocalWordSwaps,1000,0.9837414622306824,0.028565654531121254,0.0009033253117185239
mt5_large,google/mt5-large,17,4LocalWordSwaps,1000,0.9831495881080627,0.0298907607793808,0.0009452288505807307
mt5_large,google/mt5-large,17,5LocalWordSwaps,1000,0.9824854731559753,0.031096912920475006,0.0009833707302861956
mt5_large,google/mt5-large,17,Reversed,1000,0.9814935326576233,0.03060193918645382,0.0009677182864715422
mt5_large,google/mt5-large,17,paraphrase,1000,0.9561454653739929,0.1589551717042923,0.005026603884487124
